STRUCTURE,STRUCTURE_ID,STRUCTURE_NAME,freq,Time frequency,unit,Unit of measure,citizen,Country of citizenship,sex,Sex,age,Age class,geo,Geopolitical entity (reporting),TIME_PERIOD,Time,OBS_VALUE,Observation value,OBS_FLAG,Observation status (Flag) V2 structure,CONF_STATUS,Confidentiality status (flag)
dataflow,ESTAT:MIGR_ASYPENCTZM(1.0),"Persons subject of asylum applications pending at the end of the month by citizenship, age and sex - monthly data",M,Monthly,PER,Person,EXT_EU27_2020,Extra-EU27 (from 2020),T,Total,TOTAL,Total,AT,Austria,2025-04,,27185,,,,,
dataflow,ESTAT:MIGR_ASYPENCTZM(1.0),"Persons subject of asylum applications pending at the end of the month by citizenship, age and sex - monthly data",M,Monthly,PER,Person,EXT_EU27_2020,Extra-EU27 (from 2020),T,Total,TOTAL,Total,AT,Austria,2025-05,,26620,,,,,
dataflow,ESTAT:MIGR_ASYPENCTZM(1.0),"Persons subject of asylum applications pending at the end of the month by citizenship, age and sex - monthly data",M,Monthly,PER,Person,EXT_EU27_2020,Extra-EU27 (from 2020),T,Total,TOTAL,Total,AT,Austria,2025-06,,26060,,,,,
dataflow,ESTAT:MIGR_ASYPENCTZM(1.0),"Persons subject of asylum applications pending at the end of the month by citizenship, age and sex - monthly data",M,Monthly,PER,Person,EXT_EU27_2020,Extra-EU27 (from 2020),T,Total,TOTAL,Total,AT,Austria,2025-07,,25365,,,,,
dataflow,ESTAT:MIGR_ASYPENCTZM(1.0),"Persons subject of asylum applications pending at the end of the month by citizenship, age and sex - monthly data",M,Monthly,PER,Person,EXT_EU27_2020,Extra-EU27 (from 2020),T,Total,TOTAL,Total,AT,Austria,2025-08,,24975,,,,,
dataflow,ESTAT:MIGR_ASYPENCTZM(1.0),"Persons subject of asylum applications pending at the end of the month by citizenship, age and sex - monthly data",M,Monthly,PER,Person,EXT_EU27_2020,Extra-EU27 (from 2020),T,Total,TOTAL,Total,AT,Austria,2025-09,,24400,,,,,
dataflow,ESTAT:MIGR_ASYPENCTZM(1.0),"Persons subject of asylum applications pending at the end of the month by citizenship, age and sex - monthly data",M,Monthly,PER,Person,EXT_EU27_2020,Extra-EU27 (from 2020),T,Total,TOTAL,Total,AT,Austria,2025-10,,23835,,,,,
dataflow,ESTAT:MIGR_ASYPENCTZM(1.0),"Persons subject of asylum applications pending at the end of the month by citizenship, age and sex - monthly data",M,Monthly,PER,Person,EXT_EU27_2020,Extra-EU27 (from 2020),T,Total,TOTAL,Total,AT,Austria,2025-11,,23175,,,,,
dataflow,ESTAT:MIGR_ASYPENCTZM(1.0),"Persons subject of asylum applications pending at the end of the month by citizenship, age and sex - monthly data",M,Monthly,PER,Person,EXT_EU27_2020,Extra-EU27 (from 2020),T,Total,TOTAL,Total,AT,Austria,2025-12,,22530,,,,,
dataflow,ESTAT:MIGR_ASYPENCTZM(1.0),"Persons subject of asylum applications pending at the end of the month by citizenship, age and sex - monthly data",M,Monthly,PER,Person,EXT_EU27_2020,Extra-EU27 (from 2020),T,Total,TOTAL,Total,AT,Austria,2026-01,,21565,,,,,
dataflow,ESTAT:MIGR_ASYPENCTZM(1.0),"Persons subject of asylum applications pending at the end of the month by citizenship, age and sex - monthly data",M,Monthly,PER,Person,EXT_EU27_2020,Extra-EU27 (from 2020),T,Total,TOTAL,Total,BE,Belgium,2017-01,,24050,,,,,
dataflow,ESTAT:MIGR_ASYPENCTZM(1.0),"Persons subject of asylum applications pending at the end of the month by citizenship, age and sex - monthly data",M,Monthly,PER,Person,EXT_EU27_2020,Extra-EU27 (from 2020),T,Total,TOTAL,Total,BE,Belgium,2017-02,,23245,,,,,
dataflow,ESTAT:MIGR_ASYPENCTZM(1.0),"Persons subject of asylum applications pending at the end of the month by citizenship, age and sex - monthly data",M,Monthly,PER,Person,EXT_EU27_2020,Extra-EU27 (from 2020),T,Total,TOTAL,Total,BE,Belgium,2017-03,,22645,,,,,
dataflow,ESTAT:MIGR_ASYPENCTZM(1.0),"Persons subject of asylum applications pending at the end of the month by citizenship, age and sex - monthly data",M,Monthly,PER,Person,EXT_EU27_2020,Extra-EU27 (from 2020),T,Total,TOTAL,Total,BE,Belgium,2017-04,,22155,,,,,
dataflow,ESTAT:MIGR_ASYPENCTZM(1.0),"Persons subject of asylum applications pending at the end of the month by citizenship, age and sex - monthly data",M,Monthly,PER,Person,EXT_EU27_2020,Extra-EU27 (from 2020),T,Total,TOTAL,Total,BE,Belgium,2017-05,,21450,,,,,
dataflow,ESTAT:MIGR_ASYPENCTZM(1.0),"Persons subject of asylum applications pending at the end of the month by citizenship, age and sex - monthly data",M,Monthly,PER,Person,EXT_EU27_2020,Extra-EU27 (from 2020),T,Total,TOTAL,Total,BE,Belgium,2017-06,,20645,,,,,
dataflow,ESTAT:MIGR_ASYPENCTZM(1.0),"Persons subject of asylum applications pending at the end of the month by citizenship, age and sex - monthly data",M,Monthly,PER,Person,EXT_EU27_2020,Extra-EU27 (from 2020),T,Total,TOTAL,Total,BE,Belgium,2017-07,,20490,,,,,
dataflow,ESTAT:MIGR_ASYPENCTZM(1.0),"Persons subject of asylum applications pending at the end of the month by citizenship, age and sex - monthly data",M,Monthly,PER,Person,EXT_EU27_2020,Extra-EU27 (from 2020),T,Total,TOTAL,Total,BE,Belgium,2017-08,,20355,,,,,
dataflow,ESTAT:MIGR_ASYPENCTZM(1.0),"Persons subject of asylum applications pending at the end of the month by citizenship, age and sex - monthly data",M,Monthly,PER,Person,EXT_EU27_2020,Extra-EU27 (from 2020),T,Total,TOTAL,Total,BE,Belgium,2017-09,,19925,,,,,
dataflow,ESTAT:MIGR_ASYPENCTZM(1.0),"Persons subject of asylum applications pending at the end of the month by citizenship, age and sex - monthly data",M,Monthly,PER,Person,EXT_EU27_2020,Extra-EU27 (from 2020),T,Total,TOTAL,Total,BE,Belgium,2017-10,,19280,,,,,
dataflow,ESTAT:MIGR_ASYPENCTZM(1.0),"Persons subject of asylum applications pending at the end of the month by citizenship, age and sex - monthly data",M,Monthly,PER,Person,EXT_EU27_2020,Extra-EU27 (from 2020),T,Total,TOTAL,Total,BE,Belgium,2017-11,,19100,,,,,
dataflow,ESTAT:MIGR_ASYPENCTZM(1.0),"Persons subject of asylum applications pending at the end of the month by citizenship, age and sex - monthly data",M,Monthly,PER,Person,EXT_EU27_2020,Extra-EU27 (from 2020),T,Total,TOTAL,Total,BE,Belgium,2017-12,,18720,,,,,
dataflow,ESTAT:MIGR_ASYPENCTZM(1.0),"Persons subject of asylum applications pending at the end of the month by citizenship, age and sex - monthly data",M,Monthly,PER,Person,EXT_EU27_2020,Extra-EU27 (from 2020),T,Total,TOTAL,Total,BE,Belgium,2018-01,,16265,,,,,
dataflow,ESTAT:MIGR_ASYPENCTZM(1.0),"Persons subject of asylum applications pending at the end of the month by citizenship, age and sex - monthly data",M,Monthly,PER,Person,EXT_EU27_2020,Extra-EU27 (from 2020),T,Total,TOTAL,Total,BE,Belgium,2018-02,,16170,,,,,
dataflow,ESTAT:MIGR_ASYPENCTZM(1.0),"Persons subject of asylum applications pending at the end of the month by citizenship, age and sex - monthly data",M,Monthly,PER,Person,EXT_EU27_2020,Extra-EU27 (from 2020),T,Total,TOTAL,Total,BE,Belgium,2018-03,,15645,,,,,
dataflow,ESTAT:MIGR_ASYPENCTZM(1.0),"Persons subject of asylum applications pending at the end of the month by citizenship, age and sex - monthly data",M,Monthly,PER,Person,EXT_EU27_2020,Extra-EU27 (from 2020),T,Total,TOTAL,Total,BE,Belgium,2018-04,,15700,,,,,
dataflow,ESTAT:MIGR_ASYPENCTZM(1.0),"Persons subject of asylum applications pending at the end of the month by citizenship, age and sex - monthly data",M,Monthly,PER,Person,EXT_EU27_2020,Extra-EU27 (from 2020),T,Total,TOTAL,Total,BE,Belgium,2018-05,,15520,,,,,
dataflow,ESTAT:MIGR_ASYPENCTZM(1.0),"Persons subject of asylum applications pending at the end of the month by citizenship, age and sex - monthly data",M,Monthly,PER,Person,EXT_EU27_2020,Extra-EU27 (from 2020),T,Total,TOTAL,Total,BE,Belgium,2018-06,,15260,,,,,
dataflow,ESTAT:MIGR_ASYPENCTZM(1.0),"Persons subject of asylum applications pending at the end of the month by citizenship, age and sex - monthly data",M,Monthly,PER,Person,EXT_EU27_2020,Extra-EU27 (from 2020),T,Total,TOTAL,Total,BE,Belgium,2018-07,,16275,,,,,
dataflow,ESTAT:MIGR_ASYPENCTZM(1.0),"Persons subject of asylum applications pending at the end of the month by citizenship, age and sex - monthly data",M,Monthly,PER,Person,EXT_EU27_2020,Extra-EU27 (from 2020),T,Total,TOTAL,Total,BE,Belgium,2018-08,,17435,,,,,
dataflow,ESTAT:MIGR_ASYPENCTZM(1.0),"Persons subject of asylum applications pending at the end of the month by citizenship, age and sex - monthly data",M,Monthly,PER,Person,EXT_EU27_2020,Extra-EU27 (from 2020),T,Total,TOTAL,Total,BE,Belgium,2018-09,,18100,,,,,
dataflow,ESTAT:MIGR_ASYPENCTZM(1.0),"Persons subject of asylum applications pending at the end of the month by citizenship, age and sex - monthly data",M,Monthly,PER,Person,EXT_EU27_2020,Extra-EU27 (from 2020),T,Total,TOTAL,Total,BE,Belgium,2018-10,,18805,,,,,
dataflow,ESTAT:MIGR_ASYPENCTZM(1.0),"Persons subject of asylum applications pending at the end of the month by citizenship, age and sex - monthly data",M,Monthly,PER,Person,EXT_EU27_2020,Extra-EU27 (from 2020),T,Total,TOTAL,Total,BE,Belgium,2018-11,,19390,,,,,
dataflow,ESTAT:MIGR_ASYPENCTZM(1.0),"Persons subject of asylum applications pending at the end of the month by citizenship, age and sex - monthly data",M,Monthly,PER,Person,EXT_EU27_2020,Extra-EU27 (from 2020),T,Total,TOTAL,Total,BE,Belgium,2018-12,,19535,,,,,
dataflow,ESTAT:MIGR_ASYPENCTZM(1.0),"Persons subject of asylum applications pending at the end of the month by citizenship, age and sex - monthly data",M,Monthly,PER,Person,EXT_EU27_2020,Extra-EU27 (from 2020),T,Total,TOTAL,Total,BE,Belgium,2019-01,,20875,,,,,
dataflow,ESTAT:MIGR_ASYPENCTZM(1.0),"Persons subject of asylum applications pending at the end of the month by citizenship, age and sex - monthly data",M,Monthly,PER,Person,EXT_EU27_2020,Extra-EU27 (from 2020),T,Total,TOTAL,Total,BE,Belgium,2019-02,,21200,,,,,
dataflow,ESTAT:MIGR_ASYPENCTZM(1.0),"Persons subject of asylum applications pending at the end of the month by citizenship, age and sex - monthly data",M,Monthly,PER,Person,EXT_EU27_2020,Extra-EU27 (from 2020),T,Total,TOTAL,Total,BE,Belgium,2019-03,,21675,,,,,
dataflow,ESTAT:MIGR_ASYPENCTZM(1.0),"Persons subject of asylum applications pending at the end of the month by citizenship, age and sex - monthly data",M,Monthly,PER,Person,EXT_EU27_2020,Extra-EU27 (from 2020),T,Total,TOTAL,Total,BE,Belgium,2019-04,,22640,,,,,
dataflow,ESTAT:MIGR_ASYPENCTZM(1.0),"Persons subject of asylum applications pending at the end of the month by citizenship, age and sex - monthly data",M,Monthly,PER,Person,EXT_EU27_2020,Extra-EU27 (from 2020),T,Total,TOTAL,Total,BE,Belgium,2019-05,,23115,,,,,
dataflow,ESTAT:MIGR_ASYPENCTZM(1.0),"Persons subject of asylum applications pending at the end of the month by citizenship, age and sex - monthly data",M,Monthly,PER,Person,EXT_EU27_2020,Extra-EU27 (from 2020),T,Total,TOTAL,Total,BE,Belgium,2019-06,,23660,,,,,
dataflow,ESTAT:MIGR_ASYPENCTZM(1.0),"Persons subject of asylum applications pending at the end of the month by citizenship, age and sex - monthly data",M,Monthly,PER,Person,EXT_EU27_2020,Extra-EU27 (from 2020),T,Total,TOTAL,Total,BE,Belgium,2019-07,,24585,,,,,
dataflow,ESTAT:MIGR_ASYPENCTZM(1.0),"Persons subject of asylum applications pending at the end of the month by citizenship, age and sex - monthly data",M,Monthly,PER,Person,EXT_EU27_2020,Extra-EU27 (from 2020),T,Total,TOTAL,Total,BE,Belgium,2019-08,,27235,,,,,
dataflow,ESTAT:MIGR_ASYPENCTZM(1.0),"Persons subject of asylum applications pending at the end of the month by citizenship, age and sex - monthly data",M,Monthly,PER,Person,EXT_EU27_2020,Extra-EU27 (from 2020),T,Total,TOTAL,Total,BE,Belgium,2019-09,,27805,,,,,
dataflow,ESTAT:MIGR_ASYPENCTZM(1.0),"Persons subject of asylum applications pending at the end of the month by citizenship, age and sex - monthly data",M,Monthly,PER,Person,EXT_EU27_2020,Extra-EU27 (from 2020),T,Total,TOTAL,Total,BE,Belgium,2019-10,,27870,,,,,
dataflow,ESTAT:MIGR_ASYPENCTZM(1.0),"Persons subject of asylum applications pending at the end of the month by citizenship, age and sex - monthly data",M,Monthly,PER,Person,EXT_EU27_2020,Extra-EU27 (from 2020),T,Total,TOTAL,Total,BE,Belgium,2019-11,,28355,,,,,
dataflow,ESTAT:MIGR_ASYPENCTZM(1.0),"Persons subject of asylum applications pending at the end of the month by citizenship, age and sex - monthly data",M,Monthly,PER,Person,EXT_EU27_2020,Extra-EU27 (from 2020),T,Total,TOTAL,Total,BE,Belgium,2019-12,,29065,,,,,
dataflow,ESTAT:MIGR_ASYPENCTZM(1.0),"Persons subject of asylum applications pending at the end of the month by citizenship, age and sex - monthly data",M,Monthly,PER,Person,EXT_EU27_2020,Extra-EU27 (from 2020),T,Total,TOTAL,Total,BE,Belgium,2020-01,,30200,,,,,
dataflow,ESTAT:MIGR_ASYPENCTZM(1.0),"Persons subject of asylum applications pending at the end of the month by citizenship, age and sex - monthly data",M,Monthly,PER,Person,EXT_EU27_2020,Extra-EU27 (from 2020),T,Total,TOTAL,Total,BE,Belgium,2020-02,,30220,,,,,
dataflow,ESTAT:MIGR_ASYPENCTZM(1.0),"Persons subject of asylum applications pending at the end of the month by citizenship, age and sex - monthly data",M,Monthly,PER,Person,EXT_EU27_2020,Extra-EU27 (from 2020),T,Total,TOTAL,Total,BE,Belgium,2020-03,,29850,,,,,
dataflow,ESTAT:MIGR_ASYPENCTZM(1.0),"Persons subject of asylum applications pending at the end of the month by citizenship, age and sex - monthly data",M,Monthly,PER,Person,EXT_EU27_2020,Extra-EU27 (from 2020),T,Total,TOTAL,Total,BE,Belgium,2020-04,,27995,,,,,
dataflow,ESTAT:MIGR_ASYPENCTZM(1.0),"Persons subject of asylum applications pending at the end of the month by citizenship, age and sex - monthly data",M,Monthly,PER,Person,EXT_EU27_2020,Extra-EU27 (from 2020),T,Total,TOTAL,Total,BE,Belgium,2020-05,,27300,,,,,
dataflow,ESTAT:MIGR_ASYPENCTZM(1.0),"Persons subject of asylum applications pending at the end of the month by citizenship, age and sex - monthly data",M,Monthly,PER,Person,EXT_EU27_2020,Extra-EU27 (from 2020),T,Total,TOTAL,Total,BE,Belgium,2020-06,,26500,,,,,
dataflow,ESTAT:MIGR_ASYPENCTZM(1.0),"Persons subject of asylum applications pending at the end of the month by citizenship, age and sex - monthly data",M,Monthly,PER,Person,EXT_EU27_2020,Extra-EU27 (from 2020),T,Total,TOTAL,Total,BE,Belgium,2020-07,,26135,,,,,
dataflow,ESTAT:MIGR_ASYPENCTZM(1.0),"Persons subject of asylum applications pending at the end of the month by citizenship, age and sex - monthly data",M,Monthly,PER,Person,EXT_EU27_2020,Extra-EU27 (from 2020),T,Total,TOTAL,Total,BE,Belgium,2020-08,,26480,,,,,
dataflow,ESTAT:MIGR_ASYPENCTZM(1.0),"Persons subject of asylum applications pending at the end of the month by citizenship, age and sex - monthly data",M,Monthly,PER,Person,EXT_EU27_2020,Extra-EU27 (from 2020),T,Total,TOTAL,Total,BE,Belgium,2020-09,,27205,,,,,
dataflow,ESTAT:MIGR_ASYPENCTZM(1.0),"Persons subject of asylum applications pending at the end of the month by citizenship, age and sex - monthly data",M,Monthly,PER,Person,EXT_EU27_2020,Extra-EU27 (from 2020),T,Total,TOTAL,Total,BE,Belgium,2020-10,,27685,,,,,
dataflow,ESTAT:MIGR_ASYPENCTZM(1.0),"Persons subject of asylum applications pending at the end of the month by citizenship, age and sex - monthly data",M,Monthly,PER,Person,EXT_EU27_2020,Extra-EU27 (from 2020),T,Total,TOTAL,Total,BE,Belgium,2020-11,,28475,,,,,
dataflow,ESTAT:MIGR_ASYPENCTZM(1.0),"Persons subject of asylum applications pending at the end of the month by citizenship, age and sex - monthly data",M,Monthly,PER,Person,EXT_EU27_2020,Extra-EU27 (from 2020),T,Total,TOTAL,Total,BE,Belgium,2020-12,,29240,,,,,
dataflow,ESTAT:MIGR_ASYPENCTZM(1.0),"Persons subject of asylum applications pending at the end of the month by citizenship, age and sex - monthly data",M,Monthly,PER,Person,EXT_EU27_2020,Extra-EU27 (from 2020),T,Total,TOTAL,Total,BE,Belgium,2021-01,,27160,,,,,
dataflow,ESTAT:MIGR_ASYPENCTZM(1.0),"Persons subject of asylum applications pending at the end of the month by citizenship, age and sex - monthly data",M,Monthly,PER,Person,EXT_EU27_2020,Extra-EU27 (from 2020),T,Total,TOTAL,Total,BE,Belgium,2021-02,,26475,,,,,
dataflow,ESTAT:MIGR_ASYPENCTZM(1.0),"Persons subject of asylum applications pending at the end of the month by citizenship, age and sex - monthly data",M,Monthly,PER,Person,EXT_EU27_2020,Extra-EU27 (from 2020),T,Total,TOTAL,Total,BE,Belgium,2021-03,,25475,,,,,
dataflow,ESTAT:MIGR_ASYPENCTZM(1.0),"Persons subject of asylum applications pending at the end of the month by citizenship, age and sex - monthly data",M,Monthly,PER,Person,EXT_EU27_2020,Extra-EU27 (from 2020),T,Total,TOTAL,Total,BE,Belgium,2021-04,,24980,,,,,
dataflow,ESTAT:MIGR_ASYPENCTZM(1.0),"Persons subject of asylum applications pending at the end of the month by citizenship, age and sex - monthly data",M,Monthly,PER,Person,EXT_EU27_2020,Extra-EU27 (from 2020),T,Total,TOTAL,Total,BE,Belgium,2021-05,,24705,,,,,
dataflow,ESTAT:MIGR_ASYPENCTZM(1.0),"Persons subject of asylum applications pending at the end of the month by citizenship, age and sex - monthly data",M,Monthly,PER,Person,EXT_EU27_2020,Extra-EU27 (from 2020),T,Total,TOTAL,Total,BE,Belgium,2021-06,,24015,,,,,
dataflow,ESTAT:MIGR_ASYPENCTZM(1.0),"Persons subject of asylum applications pending at the end of the month by citizenship, age and sex - monthly data",M,Monthly,PER,Person,EXT_EU27_2020,Extra-EU27 (from 2020),T,Total,TOTAL,Total,BE,Belgium,2021-07,,24295,,,,,
dataflow,ESTAT:MIGR_ASYPENCTZM(1.0),"Persons subject of asylum applications pending at the end of the month by citizenship, age and sex - monthly data",M,Monthly,PER,Person,EXT_EU27_2020,Extra-EU27 (from 2020),T,Total,TOTAL,Total,BE,Belgium,2021-08,,25250,,,,,
dataflow,ESTAT:MIGR_ASYPENCTZM(1.0),"Persons subject of asylum applications pending at the end of the month by citizenship, age and sex - monthly data",M,Monthly,PER,Person,EXT_EU27_2020,Extra-EU27 (from 2020),T,Total,TOTAL,Total,BE,Belgium,2021-09,,27610,,,,,
dataflow,ESTAT:MIGR_ASYPENCTZM(1.0),"Persons subject of asylum applications pending at the end of the month by citizenship, age and sex - monthly data",M,Monthly,PER,Person,EXT_EU27_2020,Extra-EU27 (from 2020),T,Total,TOTAL,Total,BE,Belgium,2021-10,,27930,,,,,
dataflow,ESTAT:MIGR_ASYPENCTZM(1.0),"Persons subject of asylum applications pending at the end of the month by citizenship, age and sex - monthly data",M,Monthly,PER,Person,EXT_EU27_2020,Extra-EU27 (from 2020),T,Total,TOTAL,Total,BE,Belgium,2021-11,,28790,,,,,
dataflow,ESTAT:MIGR_ASYPENCTZM(1.0),"Persons subject of asylum applications pending at the end of the month by citizenship, age and sex - monthly data",M,Monthly,PER,Person,EXT_EU27_2020,Extra-EU27 (from 2020),T,Total,TOTAL,Total,BE,Belgium,2021-12,,28960,,,,,
dataflow,ESTAT:MIGR_ASYPENCTZM(1.0),"Persons subject of asylum applications pending at the end of the month by citizenship, age and sex - monthly data",M,Monthly,PER,Person,EXT_EU27_2020,Extra-EU27 (from 2020),T,Total,TOTAL,Total,BE,Belgium,2022-01,,30690,,,,,
dataflow,ESTAT:MIGR_ASYPENCTZM(1.0),"Persons subject of asylum applications pending at the end of the month by citizenship, age and sex - monthly data",M,Monthly,PER,Person,EXT_EU27_2020,Extra-EU27 (from 2020),T,Total,TOTAL,Total,BE,Belgium,2022-02,,30555,,,,,
